28 @-@ Year @-@ Old Chef Found Dead at San Francisco Mal ||| 28 岁 厨师 被 发现 死 于 旧金山 一家 商
Republican presidential candidate Donald Trump has run a controversial campaign ||| 共和党 总统 候选人 唐纳德 · 特朗普 的 竞选 团队 饱受 争议
the case is Bordini v . Donald J . Trump For President Inc . , 16 @-@ CS @-@ 14300 , General Court of Justice , Superior Court Division County of Mecklenburg ( Charlotte ) ||| 本案 双方 为 博迪尼 与 特朗普 总统 竞选 公司 ， 16 - CS - 14300 ， 梅克伦堡 县   （ 夏洛特 ） 高等法院 普通 庭
Britain must channel the Olympic spirit and expand Heathro ||| 英国 必须 传递 奥林匹克 精神 并且 对 希思罗 机场 进行 扩
Heathrow will also deliver regeneration and prosperity not just in our local communities and across London , but across the country ||| 希思罗 也 将 为 我们 的 社区 、 伦敦 以及 整个 国家 带来 活力 与 繁荣
for me , this was the great attraction of Heathrow , just as it was with London 2012 , where we made enormous efforts to ensure that all our nations and regions benefited from the Games ||| 对于 我 而言 ， 这是 希思罗 的 魅力 所在 ， 正如 在 2012 年 伦敦 奥运会 时 ， 我们 竭尽全力 保证 我们 的 国家 和 地区 能够 从 这些 赛事 中 获益
the Olympics achieved huge benefits for Stratford and the East End ||| 奥运会 使 斯特拉特福 德 和 东区 受益匪浅
and , we will do so again by creating opportunities for local people and firms close to Heathrow ||| 并且 我们 将 通过 为 希思罗 附近 的 当地 民众 和 企业 创造 机会 再次 造福 这一 地区
for our local communities alone we &apos;ll create 10,000 new apprenticeships , 40,000 new jobs and bring an end to youth unemployment around the airport ||| 仅 就 我们 的 本地 社区 而言 ， 我们 将 创造 10 , 000 个 新 学徒 岗位 、 40 , 000 个 新 工作岗位 并且 让 机场 周围 的 年轻人 摆脱 失业 困境
just as there were ahead of London 2012 , there will be those that think the challenge of Heathrow expansion is too great ||| 正如 2012 年 伦敦 奥运会 前 ， 有些 人 认为 希思罗 的 扩建工程 过于 庞大
I was told that Britain would be never be ready for the Games and that we would be embarrassed on the world stage ||| 我 被 告知 英国 将 无法 为 奥运会 做好 准备 ， 并且 我们 将 在 全世界 面前 丢脸
the doubters were wrong on 2012 and they will be proved wrong on Heathrow ||| 质疑 者 对于 2012 年 奥运会 的 怀疑 是 错误 的 ， 并且 他们 对于 希思罗 项目 的 怀疑 也 将 被 证明 是 错误 的
there are always obstacles to be overcome , but Heathrow is answering every question asked of it ||| 虽然 总是 会 出现 需要 克服 的 障碍 ， 但 希思罗 正在 解决 每 一个 所 面临 的 问题
like the Olympics , Heathrow is an infrastructure project for the many , not just the few ||| 如同 奥运会 ， 希思罗 是 为 大多数 人而非 少数 人 所 开展 的 基础设施 项目
expansion is an opportunity to create up to 180,000 new jobs , £ 211bn in economic growth , leaving a legacy of skills and employment both around the airport and across the UK ||| 扩建工程 将 创造 多达 18 万个 新 工作岗位 、 带来 2110 亿英镑 的 经济 增长 ， 为 机场 周围 和 全 英国 留下 一笔 技术 与 就业 财富
we have a great team at Heathrow who have implemented an £ 11bn programme of infrastructure investment on time and on budget , from T5 - voted the world &apos;s best airport terminal five years in a row , to T2 , built in the middle of the world &apos;s busiest two runways ||| 我们 有 一支 出色 的 希思罗 项目 团队 。 该 团队 已 准时 并且 在 预算 范围 内 完成 了 110 亿英镑 的 基础设施 投资 项目 ， 包括 连续 五年 当选 全球 最佳 机场 航站楼 的 T5 航站楼 和 位于 全球 最 繁忙 的 两条 跑道 之间 的 T2 航站楼
now they stand ready to deliver a third runway , backed by £ 16 billion of private investment ||| 现在 ， 他们 准备 以 160 亿英镑 的 私人 投资 建设 第三条 跑道
the London 2012 Games were a great success for the UK and I am confident that Heathrow expansion will be too ||| 英国 成功 地 举办 了 2012 年 伦敦 奥运会 ， 而 我 相信 希思罗 机场 扩建 项目 也 将 取得 巨大 的 成功
it is time for us to channel that Olympic spirit and expand Heathrow , securing our trading future and creating a legacy of skills and employment that Britain can be proud of ||| 现在 正是 我们 传递 奥林匹克 精神 并 扩建 希思罗 机场 的 好时机 ， 这样 我们 就 能 为 我们 的 未来 保驾护航 并且 创造 一笔 使全 英国 感到 骄傲 的 技术 与 就业 财富
Lord Paul Deighton is chairman of the Heathrow Board and former Commercial Secretary to the Treasur ||| 保罗 · 戴顿 勋爵 是 希思罗 机场 董事会 主席 和 前 英国 财政部 商务 参
woman run over on Swiss motorway in apparent suicid ||| 一名 女性 在 瑞士 高速公路 上 自杀 并 被 辗身
the victim was lying on the motorway in the middle of the night ||| 受害者 于 午夜 躺 在 高速公路 上
police are appealing for witnesses after a woman was run over by several vehicles on a motorway in the early hours of Thursday in an apparent act of suicide ||| 这名 试图 自杀 的 女性 于 周四 清晨 在 高速公路 上 被 多辆 车 辗过 。 目前 警方 正在 寻找 目击者
the incident happened on the A1 near Morges in the canton of Vaud just after midnight on Thursday ||| 这场 事故 发生 在 周四 凌晨 沃州 莫尔日 附近 的 A1 高速公路 上
a woman lay down in the dark on the road &quot; in a desperate act &quot; and was hit by several vehicles , Vaud police said in a statement ||| 沃州 警方 表示 ， 一名 女性 在 深夜 “ 绝望 地 ” 躺 在 公路 上 并且 被 多辆 车 辗过
clearly looking to kill herself , the victim , a Swiss woman aged 49 , was hit by several vehicles including a lorry ||| 受害者 为 一名 49 岁 的 瑞士 女性 ， 其 行为 明显 带有 自杀 意图 。 她 被 多辆 车 辗过 ， 其中 包括 一辆 货车
she died at the scene ||| 这名 女性 当场 死亡
several of the drivers involved have already been interviewed but some are still unidentified , said police , who are calling for them and anyone else who witnessed the incident to come forward ||| 警方 透露 ， 多名 涉事 的 驾驶员 已 接受 了 调查 ， 但 部分 驾驶员 仍 未 确认 。 目前 警方 正在 呼吁 他们 以及 事故 目击者 前来 接受 调查
a criminal investigation has been opened , a &quot; logical &quot; step in a situation like this , lawyer Gilles Hofstetter told Le Tribune de Geneve ||| 吉 勒斯 · 霍夫 施泰特 尔 律师 向 《 日内瓦 论坛报 》 表示 ， 目前 已 开始 进行 刑事 调查 ， 这是 此类 事件 的 常规 流程
however it remains to be seen if any of the drivers involved will face charges ||| 但 目前 尚未 知晓 是否 将 有 驾驶员 面临 指控
was it possible to avoid impact ||| 是否 有 可能 避免 碰撞
that &apos;s what the prosecutor must determine , &quot; said Hofstetter ||| 霍夫 施泰特 尔 表示 ： “ 这 将 由 检察官 来 确定 ”
two other similar cases in the past five years suggest that drivers will not be held responsible ||| 根据 过去 五年 另 两起 类似 案件 的 结果 ， 驾驶员 将 不 承担责任
in each case - both of which involved a person walking on the motorway in the dark - it was judged that motorists cannot expect to come across a pedestrian on the motorway in the middle of the night , said the paper ||| 据 该报 报道 ， 这 两起 案件 都 是因为 有人 在 深夜 走上 高速公路 所 引起 的 。 最终 的 判决 是 驾驶员 不 可能 预料到 在 午夜 有 行人 会 穿越 高速公路
last year a police officer was acquitted of causing death by negligence after she hit and killed a man who was lying on the A1 near Paynerne one night in August 2014 ||| 去年 ， 一名 警官 被 指控 因 疏忽 而致 人 死亡 ， 指控 的 内容 是 2014 年 8 月 ， 她 在 帕耶讷 附近 的 A1 高速公路 上 撞击 了 一名 男子 并且 致其 死亡
the 22 @-@ year @-@ old victim had been drinking and had passed out on the road , the court heard ||| 法庭 得知 ， 这名 22 岁 的 受害者 在 饮酒 后 穿过 公路
the court found that the policewoman -- who was responding to an emergency call -- was driving in a manner that was justified and that the presence of a man on the road was a &quot; completely exceptional and unpredictable situation , &quot; the judge said ||| 法官 在 调查 后 表示 ， 这名 女警察 当时 的 驾驶 行为 完全 合法 ， 而 这名 男子 出现 在 公路 上 “ 完全 是 意外 且 无法 预料 的 情况 ” ， 而且 这名 女警察 事后 拨打 了 急救 电话
anyone with information about Thursday &apos;s incident near Morges should call police on 021 644 83 46 or 021 644 44 44 ||| 任何 可 提供 有关 周四 莫尔日 附近 这起 事故 的 信息 的 人应 拨打 021   644   83   46 或   021   644   44   44 联系 警方
NASA climate model : Venus was once habitabl ||| NASA   气候 模型 ： 金星 上 曾 适合 人类 居
Venus was likely once habitable , according to the projections of a new NASA climate model ||| 根据   NASA   新 气候 模型 的 预测 ， 金星 上 曾 适合 人类 居住
scientists at NASA &apos;s Goddard Institute for Space Studies developed a model to explore Venus &apos; past using tools and algorithms similar to those employed by climate scientists ||| NASA   戈达德 太空 研究所 的 科学家 开发 了 一个 可 探索 金星 过去 情况 的 模型 ， 该 模型 所 使用 的 工具 和 算法 与 气候 科学家 所 使用 的 十分 类似
the model was designed to determine whether or not Venus , with its hot , water @-@ less surface and CO2 @-@ chocked atmosphere , might have once hosted Earth @-@ like conditions ||| 该 模型 用于 确定 表面 高温 、 无水 并且 大气层 充满 二氧化碳 的 金星 是否 曾经 有 类似 于 地球 的 环境
scientists have previously suggested that Venus &apos; slow rotation rate is explained by its thick atmosphere ||| 此前 ， 科学家 认为 金星 自转 速度 较慢 是因为 其 大气层 较厚
but the latest simulation suggests Venus could have boasted a thin , Earth @-@ like atmosphere and still spun slowly ||| 但 最新 的 模拟 表明 金星 可能 曾经 有 一个 较 薄 、 类似 于 地球 的 大气层 而且 当时 的 自转 速度 同样 较慢
the model also looked at the topography of early Venus ||| 该 模型 还 能 显示 金星 早期 的 地形
